Producto,Cantidad,Precio_Unitario,Fecha_Venta,Vendedor
Mouse,1,736 USD,2026-01-01,Elena Torres
Mouse,cuatro,692 USD,2026-01-01,Andrés Benítez
Laptop,5,448 USD,2026.01.01,Luis Fernández
Teclado,cuatro,155 USD,2026.01.01,Pedro Gómez
Teclado, 2,134 USD,2026.01.01,Jorge Romero
Monitor,3 ,405 USD,2026-01-01,Lucía Sánchez
Laptop, 2,968 USD,2026-01-01,Lucía Sánchez
Teclado,cuatro,483 USD,2026-01-01,Sara Ruiz
Teclado,5,606 USD,01-01-2026,Facundo Acosta
Teclado,1,186 USD,2026-01-01,Andrés Benítez
Laptop, 2,723 USD,01-01-2026,Ana Martínez
Laptop,3 ,758 USD,2026.01.01,Ana Martínez
Monitor, 2,506 USD,01-01-2026,Carlos López
Monitor,1,556 USD,01-01-2026,Andrés Benítez
Mouse,3 ,573 USD,2026-01-01,Sara Ruiz
Laptop,3 ,947 USD,2026-01-01,Juan Pérez
Laptop,1,741 USD,2026.01.01,Ana Martínez
Teclado,3 ,626 USD,01-01-2026,María García
Monitor, 2,847 USD,2026-01-01,Pedro Gómez
Laptop,cuatro,787 USD,01-01-2026,Andrés Benítez
Teclado,5,804 USD,01-01-2026,Diego Díaz
Laptop,1,646 USD,2026-01-01,María García
Teclado,3 ,298 USD,01-01-2026,Jorge Romero
Laptop,3 ,62 USD,01-01-2026,Sara Ruiz
Monitor,cuatro,953 USD,2026.01.01,Diego Díaz
Mouse,1,259 USD,2026-01-01,Sofía Giménez
Laptop,cuatro,104 USD,2026.01.01,Juan Pérez
Teclado,3 ,570 USD,01-01-2026,Jorge Romero
Monitor, 2,986 USD,2026-01-01,Lucía Sánchez
Mouse,3 ,880 USD,2026-01-01,Pedro Gómez
Mouse,5,627 USD,2026-01-01,Juan Pérez
Monitor,cuatro,275 USD,01-01-2026,Jorge Romero
Laptop, 2,133 USD,2026-01-01,Facundo Acosta
Monitor,cuatro,486 USD,2026-01-01,Elena Torres
Mouse,1,912 USD,2026-01-01,Lucía Sánchez
Teclado,1,461 USD,01-01-2026,Ana Martínez
Laptop,3 ,480 USD,01-01-2026,Carlos López
Teclado,3 ,788 USD,2026.01.01,Elena Torres
Teclado,cuatro,493 USD,01-01-2026,Ana Martínez
Mouse,1,626 USD,2026-01-01,Carlos López
Monitor,1,633 USD,2026.01.01,María García
Monitor,cuatro,769 USD,2026.01.01,Andrés Benítez
Mouse, 2,143 USD,2026-01-01,Diego Díaz
Mouse,cuatro,157 USD,2026-01-01,Sofía Giménez
Monitor,5,550 USD,2026-01-01,Valeria Sosa
Monitor,3 ,88 USD,01-01-2026,Jorge Romero
Mouse,5,555 USD,2026.01.01,Andrés Benítez
Monitor,5,970 USD,2026-01-01,Pedro Gómez
Mouse,3 ,162 USD,2026.01.01,Lucía Sánchez
Laptop, 2,114 USD,01-01-2026,Diego Díaz
Monitor, 2,148 USD,01-01-2026,Elena Torres
Teclado,3 ,29 USD,01-01-2026,Facundo Acosta
Monitor,5,619 USD,2026-01-01,Lucía Sánchez
Teclado,cuatro,656 USD,2026.01.01,Diego Díaz
Teclado,1,958 USD,2026.01.01,Luis Fernández
Mouse,3 ,469 USD,01-01-2026,Sofía Giménez
Monitor,cuatro,48 USD,2026.01.01,María García
Monitor, 2,385 USD,01-01-2026,Facundo Acosta
Monitor,1,910 USD,2026-01-01,Facundo Acosta
Laptop,5,198 USD,2026-01-01,Jorge Romero
Teclado,cuatro,278 USD,2026.01.01,Juan Pérez
Teclado,1,770 USD,01-01-2026,María García
Mouse,5,951 USD,01-01-2026,Lucía Sánchez
Laptop,5,355 USD,2026.01.01,Lucía Sánchez
Laptop,3 ,320 USD,01-01-2026,María García
Mouse, 2,661 USD,2026-01-01,Valeria Sosa
Mouse,1,534 USD,2026.01.01,Jorge Romero
Monitor,5,345 USD,2026.01.01,Andrés Benítez
Laptop,3 ,968 USD,2026.01.01,Juan Pérez
Teclado,3 ,303 USD,01-01-2026,Andrés Benítez
Monitor,cuatro,275 USD,01-01-2026,Jorge Romero
Monitor,1,838 USD,2026-01-01,Luis Fernández
Monitor,5,649 USD,2026.01.01,Valeria Sosa
Teclado,3 ,133 USD,2026.01.01,Elena Torres
Monitor, 2,774 USD,2026-01-01,Jorge Romero
Teclado,3 ,899 USD,2026.01.01,Valeria Sosa
Laptop,3 ,302 USD,01-01-2026,Ana Martínez
Monitor,cuatro,912 USD,01-01-2026,Jorge Romero
Monitor, 2,512 USD,2026.01.01,Valeria Sosa
Monitor,1,123 USD,2026-01-01,Valeria Sosa
Monitor,5,390 USD,2026-01-01,Diego Díaz
Mouse, 2,897 USD,2026.01.01,Andrés Benítez
Monitor, 2,710 USD,2026.01.01,Ana Martínez
Teclado,5,490 USD,2026-01-01,Sara Ruiz
Mouse,3 ,288 USD,2026.01.01,Valeria Sosa
Teclado, 2,719 USD,2026-01-01,Andrés Benítez
Laptop,1,674 USD,2026.01.01,Diego Díaz
Mouse,3 ,489 USD,01-01-2026,Luis Fernández
Mouse, 2,670 USD,2026.01.01,Elena Torres
Teclado,3 ,536 USD,01-01-2026,Juan Pérez
Monitor,3 ,179 USD,2026.01.01,Facundo Acosta
Monitor,3 ,889 USD,2026.01.01,Andrés Benítez
Monitor,5,641 USD,2026-01-01,Sofía Giménez
Mouse,5,802 USD,01-01-2026,Luis Fernández
Monitor,cuatro,291 USD,01-01-2026,Elena Torres
Laptop,5,337 USD,01-01-2026,Jorge Romero
Teclado,cuatro,129 USD,2026.01.01,Diego Díaz
Laptop,cuatro,796 USD,01-01-2026,Sara Ruiz
Laptop, 2,487 USD,01-01-2026,Sara Ruiz
Mouse,cuatro,184 USD,2026-01-01,Luis Fernández
Mouse,cuatro,708 USD,2026.01.01,Facundo Acosta
Mouse,5,724 USD,01-01-2026,Sofía Giménez
Teclado,5,573 USD,2026.01.01,Luis Fernández
Monitor,5,985 USD,2026.01.01,Ana Martínez
Laptop,1,331 USD,2026-01-01,Carlos López
Teclado,5,981 USD,2026.01.01,Sara Ruiz
Laptop,3 ,142 USD,01-01-2026,Valeria Sosa
Mouse,cuatro,14 USD,2026-01-01,Pedro Gómez
Monitor,cuatro,489 USD,2026.01.01,Andrés Benítez
Teclado, 2,17 USD,01-01-2026,Valeria Sosa
Mouse,5,905 USD,01-01-2026,Andrés Benítez
Monitor,3 ,514 USD,2026.01.01,Luis Fernández
Monitor,3 ,129 USD,2026-01-01,Diego Díaz
Teclado, 2,262 USD,01-01-2026,Valeria Sosa
Monitor, 2,741 USD,2026-01-01,Sara Ruiz
Teclado, 2,938 USD,01-01-2026,Ana Martínez
Mouse,3 ,518 USD,2026.01.01,Sofía Giménez
Monitor,3 ,96 USD,2026.01.01,Luis Fernández
Teclado,3 ,692 USD,2026.01.01,Jorge Romero
Teclado, 2,974 USD,2026.01.01,Carlos López
Monitor,cuatro,455 USD,01-01-2026,Sofía Giménez
Mouse,cuatro,966 USD,01-01-2026,Sofía Giménez
Teclado,5,51 USD,2026.01.01,Juan Pérez
Laptop,1,878 USD,2026-01-01,Elena Torres
Teclado,5,993 USD,2026-01-01,Sofía Giménez
Laptop,5,58 USD,01-01-2026,Valeria Sosa
Teclado, 2,531 USD,2026.01.01,Valeria Sosa
Teclado,cuatro,867 USD,2026-01-01,Lucía Sánchez
Monitor,3 ,617 USD,2026.01.01,Elena Torres
Teclado,1,579 USD,2026.01.01,Carlos López
Monitor, 2,419 USD,2026-01-01,Sofía Giménez
Monitor, 2,437 USD,2026-01-01,Andrés Benítez
Teclado,5,501 USD,01-01-2026,Diego Díaz
